standard_family_id,standard_family_key
FAM-801032FE0634,IS 14362
FAM-1C49AA694A19,IS/ISO 16392
FAM-74E1BEC5026D,IS 18277
FAM-BDE8E101B7C3,IS 18280
FAM-CF6AE1EEA957,IS/ISO 22915
FAM-B571DCE67B56,IS 8687
FAM-23471E48CFF5,IS 4925
FAM-475B1DBBBD63,IS 11178
FAM-B89DDD1941E2,IS 18258
FAM-8C0E36604092,IS 18275
FAM-4C0970FC0EDF,IS 18276
FAM-130FD48ECE94,IS 18278
FAM-F273D2130275,IS 6605
FAM-1D78379ED216,IS 7954
FAM-657628E8A819,IS 9393
FAM-3BC6DE09D381,IS 2784
FAM-925E7DC028C4,IS 6931
FAM-C2290C73A4B4,IS 18131
FAM-F1227E914130,IS 5633
FAM-C802B80951CE,IS 10560
FAM-73178ADD6197,IS 13782
FAM-8EBD4F8EF31E,IS 18132
FAM-C371A6DD80B7,IS/ISO/IEC 30118
FAM-6BE52EC9D956,IS 8689
FAM-C6EB1294E1CC,IS 12131
FAM-C393DC51DA0E,IS 13597
FAM-67EB57DAAD4C,IS 14566
FAM-008F95AB407E,IS/ISO 16160
FAM-B66213FC6779,IS 17074
FAM-F387DD68021B,IS 10559
FAM-71A06C3556F2,IS 2531
FAM-025DFAFDD450,IS 2449
FAM-86D68C5BA10D,IS 2319
FAM-D905842CB08E,IS 8430
FAM-031860136370,IS 5911
FAM-994152191BA3,IS 2615
FAM-32D2860739BD,IS 254
FAM-B55779A0859F,IS 393
FAM-53A6EA8041E1,IS 673
FAM-8F81BE5EA391,IS 1221
FAM-9C03C7790166,IS 1234
FAM-B5E11FBCCE35,IS 3604
FAM-1341376B9BEE,IS 4053
FAM-335D3CA98053,IS 4747
FAM-9B944FD44997,IS 5084
FAM-2FC75D1C76EB,IS 5450
FAM-E753E385BDA9,IS 6831
FAM-C6F7B09A9052,IS 7777
FAM-2BCE4A1694D2,IS 17898
FAM-045C9E6BF3CD,IS 18105
FAM-A78B02D0DCF1,IS 8709
FAM-5EA80D065D82,IS 1737
FAM-2605F35974B5,IS 10287
FAM-C2EEF51BF41C,IS 9159
FAM-E9DBBA6DE86C,IS 5524
FAM-C7D11E028C11,IS 11309
FAM-9DB615A43E23,IS 5544
FAM-28003FC30841,IS 5910
FAM-44578C0A258C,IS 6672
FAM-A8A0C4C45D14,IS 7033
FAM-B6039C0247CA,IS 8684
FAM-BA8606E985DE,IS 10598
FAM-513C4C33CE02,IS 12258
FAM-97D129124D08,IS 12370
FAM-CF7EF257998C,IS 14190
FAM-B438A953615E,IS 14287
FAM-A71BE43470A2,IS 18266
FAM-225F799B8D22,IS 344
FAM-3B42335BFAEC,IS 644
FAM-4E5247C9B515,IS 16911
FAM-AEC2B21C2CB9,IS 18282
FAM-BAA83E34E8AC,IS 32
FAM-0C5404BF3BE1,IS 1190
FAM-C2232AF91A66,IS 1225
FAM-7885363FBB60,IS 1619
FAM-3C529C1A8683,IS 1721
FAM-5902AE805BCA,IS 1793
FAM-AB75B93DAA73,IS 1794
FAM-526335CE4E00,IS 1896
FAM-78E41D52A344,IS 1906
FAM-EEB2B87EC86B,IS 1938
FAM-57E49FFFB2AF,IS 2058
FAM-34257EDF958E,IS 2187
FAM-E8402EE7E3DA,IS 2360
FAM-853AA29A7169,IS 2487
FAM-9212026138A8,IS 2522
FAM-82B765E90530,IS 2699
FAM-F2892FA3A95A,IS 2783
FAM-38C8396C6CB5,IS 3078
FAM-F8DCAFBE4068,IS 3100
FAM-5E61636EEE79,IS 3176
FAM-5143CAA1288D,IS 3330
FAM-49426715F550,IS 3934
FAM-3DABDA43E380,IS 4044
FAM-8AD79760C1AC,IS 5295
FAM-350E39FB85B5,IS 1163
FAM-25868B7EE6C5,IS 5549
FAM-D0C5E3E5B6EE,IS 6400
FAM-375DDFE6BFC2,IS 4109
FAM-5FEFEB383386,IS 10733
FAM-5637561E05F7,IS 4110
FAM-FD21ACBA7B46,IS 5436
FAM-6862BBBC5C47,IS 6923
FAM-9C14698E6836,IS 8730
FAM-73E83065FC34,IS 11050
FAM-B7771F3F4D8C,IS 12468
FAM-8775A34FE913,IS 13735
FAM-1CF810329AB1,IS 18190
FAM-EDFB14F979F7,IS/ISO 18651
FAM-7A318C9B3D2A,IS 18297
FAM-D928C18AC5AF,IS 4239
FAM-22805EFCBD1A,IS 6298
FAM-3E254DDAC572,IS 6660
FAM-4819981217EB,IS 6850
FAM-0D5D7D2BB378,IS 7536
FAM-2EFB1A9FAE26,IS 7590
FAM-CEB6F0720C5E,IS 7591
FAM-5CD9E0D9E0A5,IS 10972
FAM-68C7BC038897,IS 11061
FAM-FF14EBC5FF88,IS/ISO 11145
FAM-8E474A241C80,IS 14963
FAM-299B39BE9D97,IS 18227
FAM-715F3477460D,IS 17219
FAM-0AC55FE67B70,IS 13725
FAM-A99805F3C518,IS 12950
FAM-E689C1DF6A39,IS 8520
FAM-D8FCE629C23E,IS 12198
FAM-9C5AB5629D38,IS 10464
FAM-BE855BB6A6E0,IS 12669
FAM-746C5D0EF2C0,IS 12567
FAM-240199861B52,IS 13945
FAM-15A0B51A7ABF,IS 11509
FAM-28931945F7D1,IS 12663
FAM-587285BF9842,IS 1285
FAM-06F5BF699119,IS 1536
FAM-BD884BE3D603,IS 9997
FAM-990D63D00B65,IS 9049
FAM-B39B0EDF28CA,IS/ISO/IEC 17043
FAM-4E304545DE4A,IS 18273
FAM-8F4F31F9CE1E,IS 12064
FAM-BA010381AC12,IS 18286
FAM-398F1705C649,IS 14130
FAM-A766638284AB,IS 18181
FAM-86E786C68370,IS 18189
FAM-B155E6160723,IS/ISO 21573
FAM-75C1901F69BF,IS/ISO 23632
FAM-F2B625CBCCBE,IS/ISO 3951
FAM-EFCD3A268A1E,IS 4746
FAM-56E99F596AC3,IS/ISO 3669
FAM-6883B3052FD5,IS/ISO 4126
FAM-749A9BCB85E9,IS 6430
FAM-E0CA24EEE2C9,IS 7155
FAM-0976CF904F14,IS 12488
FAM-0777174B94DD,IS 13811
FAM-4BC4425535DA,IS 8016
FAM-4DD6FF7A27FC,IS 8049
FAM-89A93A91B18B,IS 8647
FAM-0E6E2DE50A13,IS 9122
FAM-6E2BDA08668A,IS 9203
FAM-E3F58A9523DD,IS 9227
FAM-7614BE3A96BA,IS/ISO 9488
FAM-B4692CD1BF14,IS 10223
FAM-EA3DF8C33558,IS 9494
FAM-8ACA324668B2,IS 11610
FAM-5E560F70171F,IS 9884
FAM-551F8D887FC6,IS 17265
FAM-5E3F63E8B8FD,IS 18284
FAM-6229A2416E67,IS 248
FAM-EB7B4E73575E,IS 12624
FAM-E0F9E50B6F76,IS 17050
FAM-80E9B9BE1324,IS 18069
FAM-611D9D4967A9,IS 18070
FAM-86EE81C25744,IS 18191
FAM-84E7C3A75139,IS 18199
FAM-4C71F8F1B3BF,IS 18251
FAM-9162FB331A2E,IS 18217
FAM-F689316C865B,IS 18218
FAM-F416BE4A3B9A,IS 2088
FAM-C2F4C488C69C,IS 18216
FAM-F95F67896E76,IS 11834
FAM-9E606289B3AC,IS 4343
FAM-31B79AEC3CDD,IS 9909
FAM-464503623FF2,IS 12846
FAM-3D83E82B9496,IS 17893
FAM-0C2717B943C1,IS/IEC/TR 62713
FAM-95AC3534DAFF,IS/IEC 62793
FAM-A58CE75C5339,IS/IEC 62858
FAM-57ABD75CE00C,IS 4665
FAM-D275C237E3D9,IS 18283
FAM-F05F22BB1017,IS 1235
FAM-2ED75FFA1D13,IS 8427
FAM-DEAFFF613868,IS 14603
FAM-BC4182D90623,IS 6721
FAM-A57A1D602DF3,IS 11238
FAM-CF64C55A08B2,IS 853
FAM-40F3E618CD5B,IS 1014
FAM-E47116ACD346,IS 8440
FAM-4A4A2F9B6324,IS 1159
FAM-29CF91336A5C,IS 1070
FAM-FEBD0C5D9623,IS 10702
FAM-6F63E862DDE4,IS 11970
FAM-E7715D397EEF,IS 12479
FAM-3C99C502A8DA,IS 13268
FAM-28C0EDF4C5C9,IS/ISO/IEC/TR 24368
FAM-B8FE534D9807,IS 9161
FAM-50EA29A6C587,IS 9426
FAM-3DD079583F7D,IS 6369
FAM-E52C55FF6C26,IS 1637
FAM-948BCA8196D5,IS 6351
FAM-A423CFB8A7C5,IS 2234
FAM-E570E945B62B,IS 9662
FAM-716B514D0062,IS 2027
FAM-AAD689DEB87E,IS/ISO 6789
FAM-DDAD3872A0F0,IS 2514
FAM-E0DBC5895D48,IS 10620
FAM-078A0BEF6CB6,IS 10622
FAM-408E52E172DF,IS 15503
FAM-6029947B4851,IS 18232
FAM-4CFFF457A4DA,IS 18246
FAM-63A6A4A73C08,IS 18253
FAM-1F1F2D0FF790,IS 18269
FAM-D84316775CCD,IS 16450
FAM-38D3613075EE,IS 16881
FAM-E9DCE19CFDC2,IS 16451
FAM-1F6F6EC9F7CD,IS 18170
FAM-8CB2A8FE378F,IS 18172
FAM-CF8EF01558F6,IS 18173
FAM-0C65A6ECE111,IS 18175
FAM-DB8118C4DA11,IS 18176
FAM-13B5BCE74BF3,IS 18177
FAM-1929590EBDC3,IS 18178
FAM-8C69CBB4547B,IS 18179
FAM-03C99078FC81,IS 18184
FAM-BD057C9DDB33,IS 18185
FAM-5238011A6AA2,IS 18186
FAM-C917B8CD58B2,IS 18192
FAM-ACFC87258FCB,IS 18193
FAM-BB3437A27A72,IS 18188
FAM-39958735D3ED,IS 18182
FAM-E837A3B8E8C8,IS 18194
FAM-BFCFFC5BEB7A,IS 18195
FAM-BB822FCDE697,IS 18197
FAM-33F681975E48,IS 18201
FAM-0A85CB02B35B,IS 18202
FAM-F81BA3817F17,IS 18203
FAM-DE6076B0269A,IS 18204
FAM-07A40FFED12E,IS 18205
FAM-0DAD0D6A2A08,IS 18206
FAM-FDD6FFF46BF3,IS 18208
FAM-17CBE50C2030,IS 18209
FAM-9698B508FF27,IS 18210
FAM-EF573E56ED93,IS 18211
FAM-F676392D6C8F,IS 18212
FAM-F5A81DEB747E,IS 18213
FAM-102EC137934B,IS 18214
FAM-5801C927170D,IS 18215
FAM-6BE4A2D1AF56,IS 18196
FAM-AFEB676A27EC,IS 18226
FAM-43293CA79D19,IS 18228
FAM-7F5D360DFD40,IS 4026
FAM-030AE05667B3,IS 5484
FAM-B2957F950683,IS 15380
FAM-8E79D7277B5D,IS 18079
FAM-54E27984001A,IS 1909
FAM-233D01E670B1,IS 14216
FAM-891F02221DED,IS 18252
FAM-B52C4F9C5998,IS 18262
FAM-088303E6EACF,IS 5887
FAM-F3C9D50F0794,IS 14434
FAM-3A2028DC0027,IS 487
FAM-471DFEEA370C,IS 2616
FAM-E4338629C41E,IS 17841
FAM-6AC8EDD8C4D2,IS 18160
FAM-D70869E4832C,IS/IEC 60556
FAM-BEF08259E191,IS/IEC/IEEE 60079
FAM-7C9C9F551F40,IS 3383
FAM-A87157EC7655,IS 6444
FAM-315E095A3901,IS 8028
FAM-AA450F190F66,IS 14962
FAM-EC47AFAA6C0C,IS 10990
FAM-751B9EDAD76D,IS 18207
FAM-55BEAE7DB62C,IS 14286
FAM-9E90AFF8D1AF,IS 12834
FAM-6C8EB9F8F830,IS 13586
FAM-C5D2FC68D94B,IS 18114
FAM-2B3B11FA039F,IS 18129
FAM-A9375D8BA3A9,IS 14197
FAM-C66B5FCC0F72,IS 16501
FAM-204147D12BD6,IS 16782
FAM-A8BAE202721C,IS 18124
FAM-0A68A759BFAD,IS 18127
FAM-D8972F50F161,IS 18128
FAM-6B0DD1994987,IS 16960
FAM-191BD443C487,IS 17956
FAM-04BD6133C6F3,IS 17959
FAM-7374257304FF,IS 16170
FAM-0FC2B40D8294,IS 16221
FAM-3CB0C1E4343B,IS 2621
FAM-2538C4D0805B,IS 2622
FAM-40FA68A7F863,IS 16610
FAM-4595E4AB4181,IS 8877
FAM-7C023CCFEABE,IS 18057
FAM-7295F60A9C2B,IS 18119
FAM-737CC4A63B74,IS 18180
FAM-E041D3649E82,IS 18229
FAM-53D4C7345F6B,IS 18231
FAM-0ADA78500E37,IS 18254
FAM-279677C93CC5,IS 18259
FAM-03BD2A54E850,IS 18260
FAM-324B4AEEAD67,IS 18332
FAM-651D262AF8DF,IS/ISO 21401
FAM-95C1C117D415,IS/ISO 80000
FAM-815FF1142632,IS/IEC 80000-6
FAM-232F2F6766ED,IS/ISO 80000-9
FAM-C5691EFF322F,IS 5117
FAM-D6ABD6E97C80,IS 3012
FAM-A57CC3EB6757,IS 12113
FAM-7C047B4E9C69,IS/ISO/TS 22317
FAM-965047B77A60,IS 3549
FAM-CBE2F16C6836,IS 9269
FAM-44B0038FFD24,IS 10585
FAM-B610677C893C,IS 10714
FAM-3004249D40A2,IS 10715
FAM-BC5590D26341,IS 10721
FAM-B019FA1E27ED,IS 11158
FAM-980F425D444E,IS 12540
FAM-B2D5044F53F7,IS 13534
FAM-9EFE9AC55DCB,IS 13542
FAM-65D7CDB46597,IS 15504
FAM-0F3094EA86DE,IS 17091
FAM-51DA0EACA7C9,IS 8383
FAM-609D2E4891FE,IS 7840
FAM-A506E0DAEE67,IS 3612
FAM-282CF44B540C,IS 10899
FAM-34289692EBD3,IS 13289
FAM-342C1B0E7A4A,IS 15586
FAM-83E3A1F51626,IS 18264
FAM-DF4AE1727F42,IS 18265
FAM-6CEF6D4AE05D,IS 18270
FAM-32D047CAE6D5,IS 11354
FAM-ADA43950BBF0,IS 16923
FAM-578D86D84333,IS/IEC 61058
FAM-8DC0958D649E,IS/IEC 61308
FAM-7B9BB4F89600,IS/IEC/TR 62059
FAM-20C10259B418,IS/IEC 62059
FAM-D4BB2CDEEA4B,IS 9409
FAM-C8D2FCC953EC,IS 11353
FAM-BF996D109980,IS 8270
FAM-9F906F0E8B5F,IS 8294
FAM-EB811062399F,IS 16820
FAM-D36233DD1973,IS 18230
FAM-5D60913E96E6,IS 13413
FAM-B39F48CBD7FF,IS 15059
FAM-31AC8358B037,IS 18240
FAM-0376CDE3FEC3,IS 18243
FAM-6FBBDF1FD78F,IS 18244
FAM-455390F82A67,IS 18245
FAM-C76EF80E5294,IS/ISO/IEC 23736
FAM-254317ED79B6,IS/IEC 60695
FAM-3F324D506147,IS 8494
FAM-6C1611D2E66D,IS 12924
FAM-0921AB26C764,IS 2032
FAM-3CD0DBF0F239,IS 2848
FAM-9EAE38853B01,IS 7118
FAM-D49A923EDD51,IS 10069
FAM-921B566CFDF0,IS 3438
FAM-48F8BBED4EC2,IS 11990
FAM-4EB67B773EA6,IS 17094
FAM-9A08399FB434,IS 18219
FAM-F9A8BA23AC20,IS 18220
FAM-3232F4A82C47,IS 18221
FAM-D8CA06515909,IS 18222
FAM-D6FD2FFB6AA2,IS 18223
FAM-587238DDF604,IS 18235
FAM-F917414446E5,IS 18236
FAM-617FB68991D3,IS 10908
FAM-7474E1A14563,IS 6136
FAM-0CC00FF287DE,IS 12746
FAM-3F67769322D2,IS 18058
FAM-8949E5AF1035,IS/ISO/IEC 29140
FAM-BD9C7F41B4DF,IS 443
FAM-66593AAB957B,IS/IEC 60297
FAM-F39243FC9D50,IS/ISO/IEC 80079
FAM-4DD0DCFD694D,IS/ISO 14033
FAM-A18136C05A23,IS 3703
FAM-69D12F707086,IS 4254
FAM-8C82B52886E4,IS 5502
FAM-903440AF4ABF,IS 6426
FAM-F78F98601C2A,IS 6001
FAM-F11EAB445535,IS 6427
FAM-8EC131BD943C,IS 6428
FAM-DEE5362414BB,IS 11518
FAM-B2D105525CEE,IS 11780
FAM-C60D525B6073,IS 12318
FAM-FAE9BFA6D7A6,IS 12339
FAM-0F41BDB1CF17,IS 17454
FAM-9AD3CEC2D259,IS 18224
FAM-AA4F15C7C79D,IS 18121
FAM-684F4D1A0541,IS 11356
FAM-6A69A56480CA,IS/ISO 2861
FAM-A3145A2AB128,IS 1920
FAM-3D950F706CDA,IS 3252
FAM-02816D7BC6CE,IS 3262
FAM-CD51B2EF91B0,IS 4145
FAM-64CDD55D5F61,IS 5176
FAM-0018E8826859,IS 9560
FAM-A82B87F15667,IS 11480
FAM-842EB5DF2D07,IS 11928
FAM-9CB73288DEF0,IS 13432
FAM-3BCC0F9A5F30,IS 17479
FAM-28B3487C49DF,IS 18161
FAM-02664E161B37,IS 718
FAM-E390F85810C7,IS 3901
FAM-30E7FB410944,IS 6283
FAM-1F77CD209FBF,IS 8029
FAM-5A1AF95B85F2,IS 8072
FAM-14F0BB868F08,IS 8480
FAM-E01B53831749,IS 8703
FAM-92A5AE62A948,IS 14400
FAM-65AF8C8639DE,IS 14410
FAM-84DEEB26DB08,IS 15235
FAM-AEF08BE08E62,IS 15371
FAM-698C97582752,IS 15843
FAM-E7C22E0D9CAF,IS 9366
FAM-D84904A50CA4,IS 9379
FAM-73FE1CE30C17,IS 11102
FAM-E6F8628EDA9E,IS 11492
FAM-F32D8A92B3D4,IS 12362
FAM-4463F7D7999B,IS 12906
FAM-158E4457E5D1,IS 12935
FAM-B6CEF736C1A7,IS 13316
FAM-645DB45463C4,IS 13693
FAM-1A6762FB1476,IS 13732
FAM-726D3DF5CC69,IS 17196
FAM-99C3F1FF3AA2,IS 18120
FAM-018E51C72342,IS 18146
FAM-705B4B44D54F,IS 18164
FAM-CF9CF8BF6235,IS 18165
FAM-D958A50D102F,IS 18183
FAM-FC0DE78EB2AB,IS 18234
FAM-5550C124376A,IS 18238
FAM-98A03DCAE608,IS 18239
FAM-D36491AB8541,IS 18241
FAM-27579FC888A8,IS 18242
FAM-2EEED92CFE2D,IS 18247
FAM-2651D4717942,IS 7466
FAM-0B3684D600C8,IS/IEC 60195
FAM-15F8F00598C4,IS 3060
FAM-003AD6DDB3E2,IS 4951
FAM-2E50338F5592,IS 15990
FAM-4058A7C27979,IS/IEC 60440
FAM-B6DB2E9EF39C,IS/IEC/TR 63091
FAM-9D5F2A804A44,IS 18233
FAM-65392DAF92DE,IS 3322
FAM-27B6A8953EEE,IS 18078
FAM-4C75D35BDA0A,IS 8997
FAM-FA91203718CF,IS 9859
FAM-9B698E5EF856,IS 8632
FAM-42090292616B,IS 13317
FAM-87F32C60C788,IS 164
FAM-EDFF3834F20D,IS 2074
FAM-2F2F67C3643C,IS/ISO 21569
FAM-A0556CE697BB,IS 4105
FAM-A9CA2197C4DE,IS 5887)
FAM-A4B4A32E18AC,IS 14507
FAM-5D2950D09444,IS 326
FAM-F4EE1DBEF697,IS 3028
FAM-6A363D4BCA7E,IS 18159
FAM-A2DD440FDDCE,IS/ISO 31030
FAM-D81A7A00C4DC,IS 3661
FAM-5541F1CCC41D,IS 7696
FAM-9A1DE9CDA0A7,IS 14534
FAM-DA6825A212E6,IS 10931
FAM-0F4C660C6CAF,IS 12029
FAM-3E8FF832409F,IS 12067
FAM-CCE8B8BE052E,IS 12069
FAM-1C42C7809A1A,IS 12124
FAM-70219C28F66F,IS 12361
FAM-EF6AA30D4507,IS 17370
FAM-B6EDC48273A5,IS 15989
FAM-0ED5CBC93371,IS 18151
FAM-C30538B50EEA,IS 1912
FAM-38BEC16758A8,IS 5543
FAM-B18C5B97FD70,IS 5776
FAM-1ECAC6EF78C4,IS 6587
FAM-9CC4B6F5703B,IS 7610
FAM-6AB0F6C0F93A,IS 8876
FAM-51F95FBC1058,IS 8991
FAM-841B32B63973,IS 8995
FAM-12E2410091F6,IS 10613
FAM-5E912B2EED6F,IS 17908
FAM-347914DAD834,IS 17951
FAM-CE2344A0C69E,IS 17954
FAM-9B264FD3F234,IS 18158
FAM-1226D259F8F5,IS 18162
FAM-40D286D8675C,IS 19005
FAM-7036C8F0903E,IS 6046
FAM-18AAF6B233D2,IS 7247
FAM-DC6AF4AEF135,IS/ISO 9177
FAM-4F59C3855887,IS 18225
FAM-7D809D944852,IS 12422
FAM-3A4BC197F664,IS 16899
FAM-DF623B57DCA6,IS 17053
FAM-37FAC440613A,IS 16204
FAM-8BB60B9FBD71,IS 16067
FAM-DB11AE5B7B67,IS 5464
FAM-651BE2B1A52B,IS 18187
FAM-63E12B1E3BBB,IS 6855
FAM-D8A42705DE18,IS 10593
FAM-B137DE01F03A,IS 16085
FAM-866584D3364D,IS 18068
FAM-E42528348E51,IS 17953
FAM-D10C90101FEB,IS 3367
FAM-DA80563C1D86,IS 3951
FAM-E567268D9A7F,IS 9936
FAM-398AFC641D5A,IS 9944
FAM-74E6AC7193A6,IS 18163
FAM-9924D2105BF4,IS 247
FAM-3ABB98D7C56A,IS 376
FAM-43D067B065E6,IS 11228
FAM-F150BD404FDF,IS 18123
FAM-EF10BE58A0A9,IS/ISO/IEC 38507
FAM-3D092FEFDAF6,IS 11230
FAM-659A5D92357B,IS/ISO 15189
FAM-0F2039C1F7E9,IS 2315
FAM-8C8A04724ACE,IS 1747
FAM-DE94E9AE9423,IS 6792
FAM-8AF9F517D259,IS 9666
FAM-F28DBAEB73F5,IS/ISO/TS 22318
FAM-2E730EA329E7,IS 12585
FAM-775F7EBFD0BD,IS 18174
FAM-2AAA71B3593F,IS 2052
FAM-9A0908FE61F4,IS/IEC 61970
FAM-F726A7387EF8,IS 16240
FAM-984ACB0E9BF6,IS/ISO/IEC GUIDE 99
FAM-7DE7640A4C20,IS 14559
FAM-41C14AF9A54A,IS 16388
FAM-E744A7647909,IS 18155
FAM-C4696D4EC417,IS 18157
FAM-873D8AD4E99F,IS 19032
FAM-611D6A9B53AF,IS 1208
FAM-3C3FB657F99B,IS 6761
FAM-13999D74480C,IS 10898
FAM-F9D715F63F3B,IS 9694
FAM-FE38AF68240F,IS 8164
FAM-4877862D5304,IS 3121
FAM-5197E4E19F44,IS 12766
FAM-BA0187706D33,IS 18102
FAM-F589A6699BE3,IS 1877
FAM-F2A781ACBD1F,IS 1907
FAM-800F90F2A6B3,IS 1206
FAM-7CC536B02905,IS 18156
FAM-F3C713D784F7,IS 2690
FAM-2221F3B41403,IS 3552
FAM-5FAC7F969EBE,IS 334
FAM-8B20572CEF5B,IS 7008
FAM-8C19D2A93713,IS 9365
FAM-697F686A89F1,IS 18113
FAM-CAC350023873,IS 4409
FAM-F9C58ECBC3BD,IS 4774
FAM-7897DA35C67A,IS 8487
FAM-4E60430D7B2A,IS 8959
FAM-0E0F6884E9AE,IS 18145
FAM-7D39ED232B0B,IS 8954
FAM-7D86F680F93F,IS 1725
FAM-23E895A7A779,IS 4399
FAM-05A2C234B673,IS 7881
FAM-1F62D30928F9,IS 7938
FAM-439E0CCDC2F0,IS/ISO 8178
FAM-53CD4649427D,IS 9230
FAM-552218B978C0,IS/ISO 11315
FAM-D38DCB280586,IS 802
FAM-E17E264EA6C7,IS 2396
FAM-E5025A68FA3B,IS 18109
FAM-0DD8E1B64CC7,IS 15575
FAM-D67E420F79EC,IS 19019
FAM-774D75D5E05A,IS 1110
FAM-37C42054B11A,IS 11904
FAM-2667E339FC93,IS 8189
FAM-9931A7C3DA37,IS 12150
FAM-C911AEFFFCBC,IS 7168
FAM-3DD29F259162,IS 9359
FAM-37FCDCB8B38B,IS 18107
FAM-E4AB09F73B38,IS 18108
FAM-AD1013B9FB4A,IS 18110
FAM-9289B35BFC80,IS 3442
FAM-A5A60B636D6D,IS 18067
FAM-DF9469CBDA4F,IS 18111
FAM-FF56FF3E475C,IS/ISO/TR 23244
FAM-33D6BF3619A6,IS/ISO/IEC 23761
FAM-A527CEC97182,IS/ISO/IEC/TR 24372
FAM-B390AF8D9448,IS/ISO/IEC 40180
FAM-A9D41DDF24C3,IS/IEC 60368
FAM-D23EAABD812A,IS/IEC 61968
FAM-8E6BFB5D7566,IS 9234
FAM-800CFF1E7942,IS 9478
FAM-FAC4D25D0B1D,IS 9532
FAM-34E273305A7C,IS 18125
FAM-D663B3619D3C,IS 16412
FAM-E37BA909F958,IS 1716
FAM-82BFB6780C42,IS 18149
FAM-817CFA1D6A78,IS 8286
FAM-E9D122ABCACB,IS 5550
FAM-7B3760BE9AF7,IS 2447
FAM-5D5BD4A1429F,IS 4883
FAM-A97DC2419114,IS 9617
FAM-43D571311A74,IS 18130
FAM-3747A74110D0,IS 19008
FAM-41D1DD5C1584,IS 2322
FAM-112FED4477CB,IS 3810
FAM-69DE1201E043,IS 10645
FAM-B4C05DFFFF4E,IS 11602
FAM-66FA2527EE90,IS 11659
FAM-E8AF2A20DD51,IS 13810
FAM-3D6C6F9321B0,IS 15134
FAM-D6D3E06BFDE9,IS/ISO/TR 32220
FAM-8495AF410257,IS 7376
FAM-AC7A3E62E464,IS/ISO 12097
FAM-2002A0E542EB,IS 16183
FAM-2619C8480E7E,IS 18115
FAM-51654CDF034F,IS 18152
FAM-1F33F83F0E17,IS 17796
FAM-CC1BB277ED16,IS/ISO 14024
FAM-22F59524E512,IS/ISO/IEC 24668
FAM-A5D4B2D21DF7,IS/ISO/IEC 11770
FAM-010C0ED54E97,IS/ISO 14015
FAM-A01C58001FA4,IS/ISO 14050
FAM-C26A135DCCD1,IS 17986
FAM-5DDECBD0DDBE,IS/ISO/IEC 18014
FAM-5A64272D214D,IS 18073
FAM-DD9EB307B9B2,IS 18101
FAM-085D3AA7E427,IS 18116
FAM-139967CFF23A,IS 1796
FAM-0DBE9CE411CC,IS/ISO 14046
FAM-F43058EAF276,IS/ISO/TR 14047
FAM-B564BCA616EC,IS/ISO/TR 14049
FAM-B5783AAF4654,IS/ISO/TR 14055
FAM-1E036DE461FD,IS/ISO 1039
FAM-66FBC5B7CDB9,IS 3803
FAM-55DF93DBC586,IS 4161
FAM-05880554DB82,IS 5075
FAM-9AB20E69641C,IS 19025
FAM-3BECADB0C117,IS 2461
FAM-351A35710DF8,IS 4079
FAM-5AF5870A46D4,IS 3660
FAM-2488ACCA9F1A,IS 1055
FAM-5C3834370104,IS 4929
FAM-5353A55B0825,IS 5277
FAM-5EC9289AF47A,IS 5551
FAM-96F8EBD87A98,IS 7976
FAM-8CC8A5030564,IS 8024
FAM-7FB0E0E1A821,IS 8267
FAM-1161243B18F6,IS 12501
FAM-744A61521689,IS 12562
FAM-6574B72A07FE,IS 14160
FAM-11ED8A227A0B,IS 18133
FAM-882011511EEF,IS 18137
FAM-63E1C6422EA0,IS 18136
FAM-0E34C5F6ABBA,IS 18138
FAM-36881D9A022B,IS 18141
FAM-B93A56D895A6,IS 18142
FAM-B9CF9D153442,IS 18143
FAM-9F45E4A9CD1A,IS 18144
FAM-7601D1BC8157,IS 2746
FAM-2DFB5F4E1E1B,IS 3923
FAM-38435CEDD3C9,IS 3800
FAM-9E42490D344A,IS 18062
FAM-6299CE7F239F,IS 828
FAM-422F6165B434,IS 9972
FAM-4E1AC72C9DDD,IS 6590
FAM-D1088A16939E,IS 2202
FAM-B85830BCEA9A,IS 14203
FAM-4D8A8D7899D9,IS/ISO/IEC 27001
FAM-4097CD2BC2FD,IS 8489
FAM-FA2B0866C18E,IS 10295
FAM-FA1ABE272BAD,IS 10300
FAM-99A187342914,IS 14177
FAM-780F26CC69B2,IS 18135
FAM-363EC558BEBF,IS 19004
FAM-97E48C49402B,IS 3785
FAM-0B6CB85C7CF8,IS 2549
FAM-5C5DF8DF9FD4,IS 4751
FAM-A3BD3A02B032,IS 5280
FAM-02908AC0AB4C,IS 5281
FAM-FD03A83B565B,IS 6359
FAM-DEF9A200A8E1,IS 6591
FAM-364018CB4AE2,IS 6621
FAM-317673985BF2,IS 8026
FAM-289CCB717340,IS 7126
FAM-1F2BFC9CEC40,IS 6293
FAM-032050B143F5,IS 5459
FAM-4974421E5F4C,IS 16927
FAM-9782A84FEB8C,IS 11052
FAM-1C2632111ED3,IS 16422
FAM-F691D0E91784,IS 4545
FAM-33FB46C10E67,IS 8460
FAM-635FC5FDBF6A,IS 4757
FAM-D6B7E9ADE0C8,IS/ISO 71
FAM-F5045C110BB1,IS/ISO 2910
FAM-CBC191BBF67A,IS 5074
FAM-887B8D19DEE8,IS 7212
