standard_id,source_record_id,standard_number,standard_number_raw,publication_prefix,base_standard_number,part,section,publication_year,suffix,standard_family_key,identifier_parse_status,title,title_raw,title_normalized,publication_date,date_of_publish_raw,type_of_standard,degree_of_equivalence,inventory_status,current_status,scope,department,committee,sector,product_category,validation_status,source,source_type,source_file,source_sheet,source_row_number,source_url,source_date,retrieval_date,last_verified,record_type,synthetic_flag,issue_type
MSV1-CFA03221EA7ACD61,XLSX-PUBLISHED-00586,IS 7130:2026,IS 7130:2026,IS,7130,,,2026,,IS 7130,PARSED_CONSERVATIVELY,"Chlorosulphonic Acid, Technical - Specification","Chlorosulphonic Acid, Technical - Specification",chlorosulphonic acid technical specification,2026-03-20,20 Mar 2026,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,586,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-68D9C659DB6ABE2C,XLSX-PUBLISHED-00588,IS 8325:2026,IS 8325:2026,IS,8325,,,2026,,IS 8325,PARSED_CONSERVATIVELY,Specification for nickel formate for nickel catalyst (First Revision),Specification for nickel formate for nickel catalyst (First Revision),specification for nickel formate for nickel catalyst first revision,2026-03-20,20 Mar 2026,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,588,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-2A06025DAF3035B1,XLSX-PUBLISHED-00596,IS/ISO 15924:2022,IS/ISO 15924:2022,IS/ISO,15924,,,2022,,IS/ISO 15924,PARSED_CONSERVATIVELY,Information and documentation - Codes for the representation of names of scripts,Information and documentation - Codes for the representation of names of scripts,information and documentation codes for the representation of names of scripts,2026-03-20,20 Mar 2026,Others,Identical under single numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,596,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-304251846C388A26,XLSX-PUBLISHED-00598,IS 14836 (Part 2):2026,IS 14836 (Part 2):2026,IS,14836,2,,2026,,IS 14836,PARSED_CONSERVATIVELY,Codes for the representation of names of countries and their subdivisions: Part 2 country subdivision codes,Codes for the representation of names of countries and their subdivisions: Part 2 country subdivision codes,codes for the representation of names of countries and their subdivisions part 2 country subdivision codes,2026-03-20,20 Mar 2026,Code of Practice,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,598,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-E83C4B7DC1C4B39C,XLSX-PUBLISHED-00599,IS 14836 (Part 3):2026,IS 14836 (Part 3):2026,IS,14836,3,,2026,,IS 14836,PARSED_CONSERVATIVELY,Codes for the representation of namesof countries and their subdivisions: Part 3 code for formerly used names of countries,Codes for the representation of namesof countries and their subdivisions: Part 3 code for formerly used names of countries,codes for the representation of namesof countries and their subdivisions part 3 code for formerly used names of countries,2026-03-20,20 Mar 2026,Code of Practice,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,599,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-6782EABA3FBFD9F2,XLSX-PUBLISHED-00600,IS 16276 (Part 2):2026,IS 16276 (Part 2):2026,IS,16276,2,,2026,,IS 16276,PARSED_CONSERVATIVELY,Document Management ” Portable Document Format Part 2 PDF 2.0,Document Management ” Portable Document Format Part 2 PDF 2.0,document management portable document format part 2 pdf 2 0,2026-03-20,20 Mar 2026,Others,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,600,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-0401D0E66387D769,XLSX-PUBLISHED-00648,IS 16602 (Part 3):2026,IS 16602 (Part 3):2026,IS,16602,3,,2026,,IS 16602,PARSED_CONSERVATIVELY,Information & Documentation- RFID in Libraries Part 3 Fixed Lenth Encoding,Information & Documentation- RFID in Libraries Part 3 Fixed Lenth Encoding,information documentation rfid in libraries part 3 fixed lenth encoding,2026-03-17,17 Mar 2026,System Standard,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,648,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-77AEE7D11A453A7B,XLSX-PUBLISHED-00657,IS 14127:2026,IS 14127:2026,IS,14127,,,2026,,IS 14127,PARSED_CONSERVATIVELY,INSOLUBLE AMORPHOUS SULPHUR FOR RUBBER INDUSTRY SPECIFICATION,INSOLUBLE AMORPHOUS SULPHUR FOR RUBBER INDUSTRY SPECIFICATION,insoluble amorphous sulphur for rubber industry specification,2026-03-17,17 Mar 2026,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,657,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-6C6E5E8E75543BBF,XLSX-PUBLISHED-00682,IS 14478:2026,IS 14478:2026,IS,14478,,,2026,,IS 14478,PARSED_CONSERVATIVELY,"Plain bearings - Thick - Walled bushes, plain and flange type, full - Round (without any joint or slit) - Specification","Plain bearings - Thick - Walled bushes, plain and flange type, full - Round (without any joint or slit) - Specification",plain bearings thick walled bushes plain and flange type full round without any joint or slit specification,2026-03-17,17 Mar 2026,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,682,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-41BF4FB19061CE6C,XLSX-PUBLISHED-00704,IS 16602 (Part 1):2026,IS 16602 (Part 1):2026,IS,16602,1,,2026,,IS 16602,PARSED_CONSERVATIVELY,Information and documentation - RFID in libraries: Part 1 data elements and general guidelines for implementation,Information and documentation - RFID in libraries: Part 1 data elements and general guidelines for implementation,information and documentation rfid in libraries part 1 data elements and general guidelines for implementation,2026-03-12,12 Mar 2026,Others,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,704,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-75088FC4E69D29EC,XLSX-PUBLISHED-00738,IS 2265:2026,IS 2265:2026,IS,2265,,,2026,,IS 2265,PARSED_CONSERVATIVELY,Specification for galvanized steel wire strand for signaling purposes (First Revision),Specification for galvanized steel wire strand for signaling purposes (First Revision),specification for galvanized steel wire strand for signaling purposes first revision,2026-03-10,10 Mar 2026,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,738,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-3593FA73A9F41FE8,XLSX-PUBLISHED-00752,IS 8181:2026,IS 8181:2026,IS,8181,,,2026,,IS 8181,PARSED_CONSERVATIVELY,"Specification for repositor, Iris","Specification for repositor, Iris",specification for repositor iris,2026-03-10,10 Mar 2026,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,752,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-E8E8A23BAE6E4AB6,XLSX-PUBLISHED-00771,IS 16789:2026,IS 16789:2026,IS,16789,,,2026,,IS 16789,PARSED_CONSERVATIVELY,Information and documentation - Digital records conversion and migration process,Information and documentation - Digital records conversion and migration process,information and documentation digital records conversion and migration process,2026-03-10,10 Mar 2026,Process Specification,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,771,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-3805B12DAD7CDDD1,XLSX-PUBLISHED-00772,IS/ISO 14533 (Part 3):2025,IS/ISO 14533 (Part 3):2025,IS/ISO,14533,3,,2025,,IS/ISO 14533,PARSED_CONSERVATIVELY,Processes data elements and documents in commerce industry and administration- Long term signature profiles- Part 3: Long term signature profiles for PDF Advanced Electronic Signatures PAdES,Processes data elements and documents in commerce industry and administration- Long term signature profiles- Part 3: Long term signature profiles for PDF Advanced Electronic Signatures PAdES,processes data elements and documents in commerce industry and administration long term signature profiles part 3 long term signature profiles for pdf advanced electronic signatures pades,2026-03-10,10 Mar 2026,Process Specification,Identical under single numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,772,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-DF0816327EA1CB88,XLSX-PUBLISHED-00773,IS 18474 (Part 4):2026,IS 18474 (Part 4):2026,IS,18474,4,,2026,,IS 18474,PARSED_CONSERVATIVELY,"Transfusion Equipment for Medical Use Part 4 Transfusion Sets for Single Use, Gravity Feed","Transfusion Equipment for Medical Use Part 4 Transfusion Sets for Single Use, Gravity Feed",transfusion equipment for medical use part 4 transfusion sets for single use gravity feed,2026-03-06,06 Mar 2026,Product Specification,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,773,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-219DADD8A923DC12,XLSX-PUBLISHED-00775,IS 18344 (Part 1):2026,IS 18344 (Part 1):2026,IS,18344,1,,2026,,IS 18344,PARSED_CONSERVATIVELY,"Washer-Disinfectors Part 1 General Requirements, Terms and Definitions and Tests","Washer-Disinfectors Part 1 General Requirements, Terms and Definitions and Tests",washer disinfectors part 1 general requirements terms and definitions and tests,2026-03-06,06 Mar 2026,Product Specification,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,775,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-E372E13027F75AA4,XLSX-PUBLISHED-00777,IS 18344 (Part 3):2026,IS 18344 (Part 3):2026,IS,18344,3,,2026,,IS 18344,PARSED_CONSERVATIVELY,Washer-Disinfectors Part 3 Requirements and Tests for Washer-Disinfectors Employing Thermal Disinfection for Human Waste Containers,Washer-Disinfectors Part 3 Requirements and Tests for Washer-Disinfectors Employing Thermal Disinfection for Human Waste Containers,washer disinfectors part 3 requirements and tests for washer disinfectors employing thermal disinfection for human waste containers,2026-03-06,06 Mar 2026,Product Specification,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,777,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-DE3C320AE33C5413,XLSX-PUBLISHED-00816,IS 4569 (Part 4):2026,IS 4569 (Part 4):2026,IS,4569,4,,2026,,IS 4569,PARSED_CONSERVATIVELY,"Specification For Scissors, Eye Part 4 Scissors,Enucleation (Second Revision)","Specification For Scissors, Eye Part 4 Scissors,Enucleation (Second Revision)",specification for scissors eye part 4 scissors enucleation second revision,2026-03-06,06 Mar 2026,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,816,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-D05552B7EA0BA204,XLSX-PUBLISHED-00817,IS 4569 (Part 6):2026,IS 4569 (Part 6):2026,IS,4569,6,,2026,,IS 4569,PARSED_CONSERVATIVELY,"Specification For Scissors, Eye Part 6 Scissors, Iris (Second Revision)","Specification For Scissors, Eye Part 6 Scissors, Iris (Second Revision)",specification for scissors eye part 6 scissors iris second revision,2026-03-06,06 Mar 2026,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,817,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-4D48634A12E63B0C,XLSX-PUBLISHED-00881,IS 4090:2026,IS 4090:2026,IS,4090,,,2026,,IS 4090,PARSED_CONSERVATIVELY,Criteria for the design of reinforced concrete arches,Criteria for the design of reinforced concrete arches,criteria for the design of reinforced concrete arches,2026-03-05,05 Mar 2026,Code of Practice,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,881,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-7F63E636430637A7,XLSX-PUBLISHED-01457,SP 74:2025,SP 74:2025,SP,74,,,2025,,SP 74,PARSED_CONSERVATIVELY,REVISED STATE OF THE ART OF METRIC SYSTEM IN INDIA (An update to the SP4 : 1969 Metric Change in India),REVISED STATE OF THE ART OF METRIC SYSTEM IN INDIA (An update to the SP4 : 1969 Metric Change in India),revised state of the art of metric system in india an update to the sp4 1969 metric change in india,2025-11-25,25 Nov 2025,Product Specification,-,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,1457,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-D6A739A02EDD5036,XLSX-PUBLISHED-01492,IS 13980:2025,IS 13980:2025,IS,13980,,,2025,,IS 13980,PARSED_CONSERVATIVELY,ACCEPTANCE TESTS ON INDUSTRIAL BOILERS CODE OF PRACTICE,ACCEPTANCE TESTS ON INDUSTRIAL BOILERS CODE OF PRACTICE,acceptance tests on industrial boilers code of practice,2025-11-20,20 Nov 2025,Code of Practice,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,1492,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-D15DB33D1A3EAA7D,XLSX-PUBLISHED-01515,IS 16180 (Part 13):2025,IS 16180 (Part 13):2025,IS,16180,13,,2025,,IS 16180,PARSED_CONSERVATIVELY,Fibre optic connector interfaces Part 13: Type FC-PC connector First Revision,Fibre optic connector interfaces Part 13: Type FC-PC connector First Revision,fibre optic connector interfaces part 13 type fc pc connector first revision,2025-11-17,17 Nov 2025,Safety Standard,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,1515,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-42EA67BFC231EA60,XLSX-PUBLISHED-01528,IS/IEC 61400 (Part 29):2023,IS/IEC 61400 (Part 29):2023,IS/IEC,61400,29,,2023,,IS/IEC 61400,PARSED_CONSERVATIVELY,Wind Energy Generation Systems Part 29 Marking and Lighting of Wind Turbines,Wind Energy Generation Systems Part 29 Marking and Lighting of Wind Turbines,wind energy generation systems part 29 marking and lighting of wind turbines,2025-11-17,17 Nov 2025,Code of Practice,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,1528,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-4782A781A44A7EBD,XLSX-PUBLISHED-01544,IS 9873 (Part 1):2025,IS 9873 (Part 1):2025,IS,9873,1,,2025,,IS 9873,PARSED_CONSERVATIVELY,SAFETY OF TOYS PART 1: SAFETY ASPECTS RELATED TO MECHANICAL AND PHYSICAL PROPERTIES (Fifth Revision),SAFETY OF TOYS PART 1: SAFETY ASPECTS RELATED TO MECHANICAL AND PHYSICAL PROPERTIES (Fifth Revision),safety of toys part 1 safety aspects related to mechanical and physical properties fifth revision,2025-11-14,14 Nov 2025,Methods of Tests,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,1544,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-869FF77DFAA34321,XLSX-PUBLISHED-01546,IS 9873 (Part 6):2025,IS 9873 (Part 6):2025,IS,9873,6,,2025,,IS 9873,PARSED_CONSERVATIVELY,SAFETY OF TOYS PART 6 CERTAIN PHTHALATE ESTERS (Second Revision ),SAFETY OF TOYS PART 6 CERTAIN PHTHALATE ESTERS (Second Revision ),safety of toys part 6 certain phthalate esters second revision,2025-11-14,14 Nov 2025,Methods of Tests,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,1546,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
